item_id,raw_name,drop_down_index,option_index,button_text,option_text,option_value,additional_options
835692,'Two Times' McCoy | TACP Cavalry,0,0,Applied Patches,All,,[]
835468,PP-Bizon | Death Rattle (Minimal Wear),2,0,Name Tag,All,,[]
835468,PP-Bizon | Death Rattle (Minimal Wear),2,1,Name Tag,Renamed,1,[]
835468,PP-Bizon | Death Rattle (Minimal Wear),2,2,Name Tag,None,0,[]
835468,PP-Bizon | Death Rattle (Minimal Wear),3,0,Stickers,All,,[]
835468,PP-Bizon | Death Rattle (Minimal Wear),3,1,Stickers,With stickers,non_empty,[]
835468,PP-Bizon | Death Rattle (Minimal Wear),3,2,Stickers,With stickers (100%),non_empty_wearless,[]
835468,PP-Bizon | Death Rattle (Minimal Wear),3,3,Stickers,No stickers,empty,[]
835468,PP-Bizon | Death Rattle (Minimal Wear),3,4,Stickers,Quad Combo,squad_combos,[]
835468,PP-Bizon | Death Rattle (Minimal Wear),3,5,Stickers,Quad Combo (100%),squad_combos_wearless,[]
835468,PP-Bizon | Death Rattle (Minimal Wear),3,6,Stickers,Customize,custom,[]
835468,PP-Bizon | Death Rattle (Minimal Wear),4,0,Default,Default,default,[]
835468,PP-Bizon | Death Rattle (Minimal Wear),4,1,Default,Latest,created.desc,[]
835468,PP-Bizon | Death Rattle (Minimal Wear),4,2,Default,Hot,heat.desc,[]
835468,PP-Bizon | Death Rattle (Minimal Wear),4,3,Default,Price,price.asc,[]
835468,PP-Bizon | Death Rattle (Minimal Wear),4,4,Default,Price,price.desc,[]
835468,PP-Bizon | Death Rattle (Minimal Wear),4,5,Default,Float,paintwear.asc,[]
835468,PP-Bizon | Death Rattle (Minimal Wear),4,6,Default,Float,paintwear.desc,[]
835468,PP-Bizon | Death Rattle (Minimal Wear),4,7,Default,Sticker,sticker.desc,[]
835468,PP-Bizon | Death Rattle (Minimal Wear),4,8,Default,Time cost,seller.asc,[]
36281,PP-Bizon | Modern Hunter (Factory New),0,0,Float Range,All,,[]
36281,PP-Bizon | Modern Hunter (Factory New),0,1,Float Range,0.06-0.07,0.06-0.07,[]
36281,PP-Bizon | Modern Hunter (Factory New),0,2,Float Range,Customize,,[]
36281,PP-Bizon | Modern Hunter (Factory New),2,0,Name Tag,All,,[]
36281,PP-Bizon | Modern Hunter (Factory New),2,1,Name Tag,Renamed,1,[]
36281,PP-Bizon | Modern Hunter (Factory New),2,2,Name Tag,None,0,[]
36281,PP-Bizon | Modern Hunter (Factory New),3,0,Stickers,All,,[]
36281,PP-Bizon | Modern Hunter (Factory New),3,1,Stickers,With stickers,non_empty,[]
36281,PP-Bizon | Modern Hunter (Factory New),3,2,Stickers,With stickers (100%),non_empty_wearless,[]
36281,PP-Bizon | Modern Hunter (Factory New),3,3,Stickers,No stickers,empty,[]
36281,PP-Bizon | Modern Hunter (Factory New),3,4,Stickers,Quad Combo,squad_combos,[]
36281,PP-Bizon | Modern Hunter (Factory New),3,5,Stickers,Quad Combo (100%),squad_combos_wearless,[]
36281,PP-Bizon | Modern Hunter (Factory New),3,6,Stickers,Customize,custom,[]
36281,PP-Bizon | Modern Hunter (Factory New),4,0,Default,Default,default,[]
36281,PP-Bizon | Modern Hunter (Factory New),4,1,Default,Latest,created.desc,[]
36281,PP-Bizon | Modern Hunter (Factory New),4,2,Default,Hot,heat.desc,[]
36281,PP-Bizon | Modern Hunter (Factory New),4,3,Default,Price,price.asc,[]
36281,PP-Bizon | Modern Hunter (Factory New),4,4,Default,Price,price.desc,[]
36281,PP-Bizon | Modern Hunter (Factory New),4,5,Default,Float,paintwear.asc,[]
36281,PP-Bizon | Modern Hunter (Factory New),4,6,Default,Float,paintwear.desc,[]
36281,PP-Bizon | Modern Hunter (Factory New),4,7,Default,Sticker,sticker.desc,[]
36281,PP-Bizon | Modern Hunter (Factory New),4,8,Default,Time cost,seller.asc,[]
36252,PP-Bizon | Fuel Rod (Field-Tested),0,0,Float Range,All,,[]
36252,PP-Bizon | Fuel Rod (Field-Tested),0,1,Float Range,0.15-0.18,0.15-0.18,[]
36252,PP-Bizon | Fuel Rod (Field-Tested),0,2,Float Range,0.18-0.21,0.18-0.21,[]
36252,PP-Bizon | Fuel Rod (Field-Tested),0,3,Float Range,0.21-0.24,0.21-0.24,[]
36252,PP-Bizon | Fuel Rod (Field-Tested),0,4,Float Range,0.24-0.27,0.24-0.27,[]
36252,PP-Bizon | Fuel Rod (Field-Tested),0,5,Float Range,0.27-0.38,0.27-0.38,[]
36252,PP-Bizon | Fuel Rod (Field-Tested),0,6,Float Range,Customize,,[]
36252,PP-Bizon | Fuel Rod (Field-Tested),2,0,Name Tag,All,,[]
36252,PP-Bizon | Fuel Rod (Field-Tested),2,1,Name Tag,Renamed,1,[]
36252,PP-Bizon | Fuel Rod (Field-Tested),2,2,Name Tag,None,0,[]
36252,PP-Bizon | Fuel Rod (Field-Tested),3,0,Stickers,All,,[]
36252,PP-Bizon | Fuel Rod (Field-Tested),3,1,Stickers,With stickers,non_empty,[]
36252,PP-Bizon | Fuel Rod (Field-Tested),3,2,Stickers,With stickers (100%),non_empty_wearless,[]
36252,PP-Bizon | Fuel Rod (Field-Tested),3,3,Stickers,No stickers,empty,[]
36252,PP-Bizon | Fuel Rod (Field-Tested),3,4,Stickers,Quad Combo,squad_combos,[]
36252,PP-Bizon | Fuel Rod (Field-Tested),3,5,Stickers,Quad Combo (100%),squad_combos_wearless,[]
36252,PP-Bizon | Fuel Rod (Field-Tested),3,6,Stickers,Customize,custom,[]
36252,PP-Bizon | Fuel Rod (Field-Tested),4,0,Default,Default,default,[]
36252,PP-Bizon | Fuel Rod (Field-Tested),4,1,Default,Latest,created.desc,[]
36252,PP-Bizon | Fuel Rod (Field-Tested),4,2,Default,Hot,heat.desc,[]
36252,PP-Bizon | Fuel Rod (Field-Tested),4,3,Default,Price,price.asc,[]
36252,PP-Bizon | Fuel Rod (Field-Tested),4,4,Default,Price,price.desc,[]
36252,PP-Bizon | Fuel Rod (Field-Tested),4,5,Default,Float,paintwear.asc,[]
36252,PP-Bizon | Fuel Rod (Field-Tested),4,6,Default,Float,paintwear.desc,[]
36252,PP-Bizon | Fuel Rod (Field-Tested),4,7,Default,Sticker,sticker.desc,[]
36252,PP-Bizon | Fuel Rod (Field-Tested),4,8,Default,Time cost,seller.asc,[]
36293,PP-Bizon | Osiris (Minimal Wear),0,0,Float Range,All,,[]
36293,PP-Bizon | Osiris (Minimal Wear),0,1,Float Range,0.07-0.08,0.07-0.08,[]
36293,PP-Bizon | Osiris (Minimal Wear),0,2,Float Range,0.08-0.09,0.08-0.09,[]
36293,PP-Bizon | Osiris (Minimal Wear),0,3,Float Range,0.09-0.10,0.09-0.10,[]
36293,PP-Bizon | Osiris (Minimal Wear),0,4,Float Range,0.10-0.11,0.10-0.11,[]
36293,PP-Bizon | Osiris (Minimal Wear),0,5,Float Range,0.11-0.15,0.11-0.15,[]
36293,PP-Bizon | Osiris (Minimal Wear),0,6,Float Range,Customize,,[]
36293,PP-Bizon | Osiris (Minimal Wear),2,0,Name Tag,All,,[]
36293,PP-Bizon | Osiris (Minimal Wear),2,1,Name Tag,Renamed,1,[]
36293,PP-Bizon | Osiris (Minimal Wear),2,2,Name Tag,None,0,[]
36293,PP-Bizon | Osiris (Minimal Wear),3,0,Stickers,All,,[]
36293,PP-Bizon | Osiris (Minimal Wear),3,1,Stickers,With stickers,non_empty,[]
36293,PP-Bizon | Osiris (Minimal Wear),3,2,Stickers,With stickers (100%),non_empty_wearless,[]
36293,PP-Bizon | Osiris (Minimal Wear),3,3,Stickers,No stickers,empty,[]
36293,PP-Bizon | Osiris (Minimal Wear),3,4,Stickers,Quad Combo,squad_combos,[]
36293,PP-Bizon | Osiris (Minimal Wear),3,5,Stickers,Quad Combo (100%),squad_combos_wearless,[]
36293,PP-Bizon | Osiris (Minimal Wear),3,6,Stickers,Customize,custom,[]
36293,PP-Bizon | Osiris (Minimal Wear),4,0,Default,Default,default,[]
36293,PP-Bizon | Osiris (Minimal Wear),4,1,Default,Latest,created.desc,[]
36293,PP-Bizon | Osiris (Minimal Wear),4,2,Default,Hot,heat.desc,[]
36293,PP-Bizon | Osiris (Minimal Wear),4,3,Default,Price,price.asc,[]
36293,PP-Bizon | Osiris (Minimal Wear),4,4,Default,Price,price.desc,[]
36293,PP-Bizon | Osiris (Minimal Wear),4,5,Default,Float,paintwear.asc,[]
36293,PP-Bizon | Osiris (Minimal Wear),4,6,Default,Float,paintwear.desc,[]
36293,PP-Bizon | Osiris (Minimal Wear),4,7,Default,Sticker,sticker.desc,[]
36293,PP-Bizon | Osiris (Minimal Wear),4,8,Default,Time cost,seller.asc,[]
776528,MP7 | Teal Blossom (Battle-Scarred),0,0,Float Range,All,,[]
776528,MP7 | Teal Blossom (Battle-Scarred),0,1,Float Range,0.45-0.50,0.45-0.50,[]
776528,MP7 | Teal Blossom (Battle-Scarred),0,2,Float Range,Customize,,[]
776528,MP7 | Teal Blossom (Battle-Scarred),2,0,Name Tag,All,,[]
776528,MP7 | Teal Blossom (Battle-Scarred),2,1,Name Tag,Renamed,1,[]
776528,MP7 | Teal Blossom (Battle-Scarred),2,2,Name Tag,None,0,[]
776528,MP7 | Teal Blossom (Battle-Scarred),3,0,Stickers,All,,[]
776528,MP7 | Teal Blossom (Battle-Scarred),3,1,Stickers,With stickers,non_empty,[]
776528,MP7 | Teal Blossom (Battle-Scarred),3,2,Stickers,With stickers (100%),non_empty_wearless,[]
776528,MP7 | Teal Blossom (Battle-Scarred),3,3,Stickers,No stickers,empty,[]
776528,MP7 | Teal Blossom (Battle-Scarred),3,4,Stickers,Quad Combo,squad_combos,[]
776528,MP7 | Teal Blossom (Battle-Scarred),3,5,Stickers,Quad Combo (100%),squad_combos_wearless,[]
776528,MP7 | Teal Blossom (Battle-Scarred),3,6,Stickers,Customize,custom,[]
776528,MP7 | Teal Blossom (Battle-Scarred),4,0,Default,Default,default,[]
776528,MP7 | Teal Blossom (Battle-Scarred),4,1,Default,Latest,created.desc,[]
776528,MP7 | Teal Blossom (Battle-Scarred),4,2,Default,Hot,heat.desc,[]
776528,MP7 | Teal Blossom (Battle-Scarred),4,3,Default,Price,price.asc,[]
776528,MP7 | Teal Blossom (Battle-Scarred),4,4,Default,Price,price.desc,[]
776528,MP7 | Teal Blossom (Battle-Scarred),4,5,Default,Float,paintwear.asc,[]
776528,MP7 | Teal Blossom (Battle-Scarred),4,6,Default,Float,paintwear.desc,[]
776528,MP7 | Teal Blossom (Battle-Scarred),4,7,Default,Sticker,sticker.desc,[]
776528,MP7 | Teal Blossom (Battle-Scarred),4,8,Default,Time cost,seller.asc,[]
36256,PP-Bizon | Harvester (Factory New),0,0,Float Range,All,,[]
36256,PP-Bizon | Harvester (Factory New),0,1,Float Range,0.00-0.01,0.00-0.01,[]
36256,PP-Bizon | Harvester (Factory New),0,2,Float Range,0.01-0.02,0.01-0.02,[]
36256,PP-Bizon | Harvester (Factory New),0,3,Float Range,0.02-0.03,0.02-0.03,[]
36256,PP-Bizon | Harvester (Factory New),0,4,Float Range,0.03-0.04,0.03-0.04,[]
36256,PP-Bizon | Harvester (Factory New),0,5,Float Range,0.04-0.07,0.04-0.07,[]
36256,PP-Bizon | Harvester (Factory New),0,6,Float Range,Customize,,[]
36256,PP-Bizon | Harvester (Factory New),2,0,Name Tag,All,,[]
36256,PP-Bizon | Harvester (Factory New),2,1,Name Tag,Renamed,1,[]
36256,PP-Bizon | Harvester (Factory New),2,2,Name Tag,None,0,[]
36256,PP-Bizon | Harvester (Factory New),3,0,Stickers,All,,[]
36256,PP-Bizon | Harvester (Factory New),3,1,Stickers,With stickers,non_empty,[]
36256,PP-Bizon | Harvester (Factory New),3,2,Stickers,With stickers (100%),non_empty_wearless,[]
36256,PP-Bizon | Harvester (Factory New),3,3,Stickers,No stickers,empty,[]
36256,PP-Bizon | Harvester (Factory New),3,4,Stickers,Quad Combo,squad_combos,[]
36256,PP-Bizon | Harvester (Factory New),3,5,Stickers,Quad Combo (100%),squad_combos_wearless,[]
36256,PP-Bizon | Harvester (Factory New),3,6,Stickers,Customize,custom,[]
36256,PP-Bizon | Harvester (Factory New),4,0,Default,Default,default,[]
36256,PP-Bizon | Harvester (Factory New),4,1,Default,Latest,created.desc,[]
36256,PP-Bizon | Harvester (Factory New),4,2,Default,Hot,heat.desc,[]
36256,PP-Bizon | Harvester (Factory New),4,3,Default,Price,price.asc,[]
36256,PP-Bizon | Harvester (Factory New),4,4,Default,Price,price.desc,[]
36256,PP-Bizon | Harvester (Factory New),4,5,Default,Float,paintwear.asc,[]
36256,PP-Bizon | Harvester (Factory New),4,6,Default,Float,paintwear.desc,[]
36256,PP-Bizon | Harvester (Factory New),4,7,Default,Sticker,sticker.desc,[]
36256,PP-Bizon | Harvester (Factory New),4,8,Default,Time cost,seller.asc,[]
762051,PP-Bizon | Facility Sketch (Factory New),0,0,Float Range,All,,[]
762051,PP-Bizon | Facility Sketch (Factory New),0,1,Float Range,0.00-0.01,0.00-0.01,[]
762051,PP-Bizon | Facility Sketch (Factory New),0,2,Float Range,0.01-0.02,0.01-0.02,[]
762051,PP-Bizon | Facility Sketch (Factory New),0,3,Float Range,0.02-0.03,0.02-0.03,[]
762051,PP-Bizon | Facility Sketch (Factory New),0,4,Float Range,0.03-0.04,0.03-0.04,[]
762051,PP-Bizon | Facility Sketch (Factory New),0,5,Float Range,0.04-0.07,0.04-0.07,[]
762051,PP-Bizon | Facility Sketch (Factory New),0,6,Float Range,Customize,,[]
762051,PP-Bizon | Facility Sketch (Factory New),2,0,Name Tag,All,,[]
762051,PP-Bizon | Facility Sketch (Factory New),2,1,Name Tag,Renamed,1,[]
762051,PP-Bizon | Facility Sketch (Factory New),2,2,Name Tag,None,0,[]
762051,PP-Bizon | Facility Sketch (Factory New),3,0,Stickers,All,,[]
762051,PP-Bizon | Facility Sketch (Factory New),3,1,Stickers,With stickers,non_empty,[]
762051,PP-Bizon | Facility Sketch (Factory New),3,2,Stickers,With stickers (100%),non_empty_wearless,[]
762051,PP-Bizon | Facility Sketch (Factory New),3,3,Stickers,No stickers,empty,[]
762051,PP-Bizon | Facility Sketch (Factory New),3,4,Stickers,Quad Combo,squad_combos,[]
762051,PP-Bizon | Facility Sketch (Factory New),3,5,Stickers,Quad Combo (100%),squad_combos_wearless,[]
762051,PP-Bizon | Facility Sketch (Factory New),3,6,Stickers,Customize,custom,[]
762051,PP-Bizon | Facility Sketch (Factory New),4,0,Default,Default,default,[]
762051,PP-Bizon | Facility Sketch (Factory New),4,1,Default,Latest,created.desc,[]
762051,PP-Bizon | Facility Sketch (Factory New),4,2,Default,Hot,heat.desc,[]
762051,PP-Bizon | Facility Sketch (Factory New),4,3,Default,Price,price.asc,[]
762051,PP-Bizon | Facility Sketch (Factory New),4,4,Default,Price,price.desc,[]
762051,PP-Bizon | Facility Sketch (Factory New),4,5,Default,Float,paintwear.asc,[]
762051,PP-Bizon | Facility Sketch (Factory New),4,6,Default,Float,paintwear.desc,[]
762051,PP-Bizon | Facility Sketch (Factory New),4,7,Default,Sticker,sticker.desc,[]
762051,PP-Bizon | Facility Sketch (Factory New),4,8,Default,Time cost,seller.asc,[]
35679,MP9 | Rose Iron (Factory New),0,0,Float Range,All,,[]
35679,MP9 | Rose Iron (Factory New),0,1,Float Range,0.00-0.01,0.00-0.01,[]
35679,MP9 | Rose Iron (Factory New),0,2,Float Range,0.01-0.02,0.01-0.02,[]
35679,MP9 | Rose Iron (Factory New),0,3,Float Range,0.02-0.03,0.02-0.03,[]
35679,MP9 | Rose Iron (Factory New),0,4,Float Range,0.03-0.04,0.03-0.04,[]
35679,MP9 | Rose Iron (Factory New),0,5,Float Range,0.04-0.07,0.04-0.07,[]
35679,MP9 | Rose Iron (Factory New),0,6,Float Range,Customize,,[]
35679,MP9 | Rose Iron (Factory New),2,0,Name Tag,All,,[]
35679,MP9 | Rose Iron (Factory New),2,1,Name Tag,Renamed,1,[]
35679,MP9 | Rose Iron (Factory New),2,2,Name Tag,None,0,[]
35679,MP9 | Rose Iron (Factory New),3,0,Stickers,All,,[]
35679,MP9 | Rose Iron (Factory New),3,1,Stickers,With stickers,non_empty,[]
35679,MP9 | Rose Iron (Factory New),3,2,Stickers,With stickers (100%),non_empty_wearless,[]
35679,MP9 | Rose Iron (Factory New),3,3,Stickers,No stickers,empty,[]
35679,MP9 | Rose Iron (Factory New),3,4,Stickers,Quad Combo,squad_combos,[]
35679,MP9 | Rose Iron (Factory New),3,5,Stickers,Quad Combo (100%),squad_combos_wearless,[]
35679,MP9 | Rose Iron (Factory New),3,6,Stickers,Customize,custom,[]
35679,MP9 | Rose Iron (Factory New),4,0,Default,Default,default,[]
35679,MP9 | Rose Iron (Factory New),4,1,Default,Latest,created.desc,[]
35679,MP9 | Rose Iron (Factory New),4,2,Default,Hot,heat.desc,[]
35679,MP9 | Rose Iron (Factory New),4,3,Default,Price,price.asc,[]
35679,MP9 | Rose Iron (Factory New),4,4,Default,Price,price.desc,[]
35679,MP9 | Rose Iron (Factory New),4,5,Default,Float,paintwear.asc,[]
35679,MP9 | Rose Iron (Factory New),4,6,Default,Float,paintwear.desc,[]
35679,MP9 | Rose Iron (Factory New),4,7,Default,Sticker,sticker.desc,[]
35679,MP9 | Rose Iron (Factory New),4,8,Default,Time cost,seller.asc,[]
36267,PP-Bizon | Irradiated Alert (Field-Tested),0,0,Float Range,All,,[]
36267,PP-Bizon | Irradiated Alert (Field-Tested),0,1,Float Range,0.15-0.18,0.15-0.18,[]
36267,PP-Bizon | Irradiated Alert (Field-Tested),0,2,Float Range,0.18-0.21,0.18-0.21,[]
36267,PP-Bizon | Irradiated Alert (Field-Tested),0,3,Float Range,0.21-0.24,0.21-0.24,[]
36267,PP-Bizon | Irradiated Alert (Field-Tested),0,4,Float Range,0.24-0.27,0.24-0.27,[]
36267,PP-Bizon | Irradiated Alert (Field-Tested),0,5,Float Range,0.27-0.38,0.27-0.38,[]
36267,PP-Bizon | Irradiated Alert (Field-Tested),0,6,Float Range,Customize,,[]
36267,PP-Bizon | Irradiated Alert (Field-Tested),2,0,Name Tag,All,,[]
36267,PP-Bizon | Irradiated Alert (Field-Tested),2,1,Name Tag,Renamed,1,[]
36267,PP-Bizon | Irradiated Alert (Field-Tested),2,2,Name Tag,None,0,[]
36267,PP-Bizon | Irradiated Alert (Field-Tested),3,0,Stickers,All,,[]
36267,PP-Bizon | Irradiated Alert (Field-Tested),3,1,Stickers,With stickers,non_empty,[]
36267,PP-Bizon | Irradiated Alert (Field-Tested),3,2,Stickers,With stickers (100%),non_empty_wearless,[]
36267,PP-Bizon | Irradiated Alert (Field-Tested),3,3,Stickers,No stickers,empty,[]
36267,PP-Bizon | Irradiated Alert (Field-Tested),3,4,Stickers,Quad Combo,squad_combos,[]
36267,PP-Bizon | Irradiated Alert (Field-Tested),3,5,Stickers,Quad Combo (100%),squad_combos_wearless,[]
36267,PP-Bizon | Irradiated Alert (Field-Tested),3,6,Stickers,Customize,custom,[]
36267,PP-Bizon | Irradiated Alert (Field-Tested),4,0,Default,Default,default,[]
36267,PP-Bizon | Irradiated Alert (Field-Tested),4,1,Default,Latest,created.desc,[]
36267,PP-Bizon | Irradiated Alert (Field-Tested),4,2,Default,Hot,heat.desc,[]
36267,PP-Bizon | Irradiated Alert (Field-Tested),4,3,Default,Price,price.asc,[]
36267,PP-Bizon | Irradiated Alert (Field-Tested),4,4,Default,Price,price.desc,[]
36267,PP-Bizon | Irradiated Alert (Field-Tested),4,5,Default,Float,paintwear.asc,[]
36267,PP-Bizon | Irradiated Alert (Field-Tested),4,6,Default,Float,paintwear.desc,[]
36267,PP-Bizon | Irradiated Alert (Field-Tested),4,7,Default,Sticker,sticker.desc,[]
36267,PP-Bizon | Irradiated Alert (Field-Tested),4,8,Default,Time cost,seller.asc,[]
36288,PP-Bizon | Night Ops (Minimal Wear),0,0,Float Range,All,,[]
36288,PP-Bizon | Night Ops (Minimal Wear),0,1,Float Range,0.07-0.08,0.07-0.08,[]
36288,PP-Bizon | Night Ops (Minimal Wear),0,2,Float Range,0.08-0.09,0.08-0.09,[]
36288,PP-Bizon | Night Ops (Minimal Wear),0,3,Float Range,0.09-0.10,0.09-0.10,[]
36288,PP-Bizon | Night Ops (Minimal Wear),0,4,Float Range,0.10-0.11,0.10-0.11,[]
36288,PP-Bizon | Night Ops (Minimal Wear),0,5,Float Range,0.11-0.15,0.11-0.15,[]
36288,PP-Bizon | Night Ops (Minimal Wear),0,6,Float Range,Customize,,[]
36288,PP-Bizon | Night Ops (Minimal Wear),2,0,Name Tag,All,,[]
36288,PP-Bizon | Night Ops (Minimal Wear),2,1,Name Tag,Renamed,1,[]
36288,PP-Bizon | Night Ops (Minimal Wear),2,2,Name Tag,None,0,[]
36288,PP-Bizon | Night Ops (Minimal Wear),3,0,Stickers,All,,[]
36288,PP-Bizon | Night Ops (Minimal Wear),3,1,Stickers,With stickers,non_empty,[]
36288,PP-Bizon | Night Ops (Minimal Wear),3,2,Stickers,With stickers (100%),non_empty_wearless,[]
36288,PP-Bizon | Night Ops (Minimal Wear),3,3,Stickers,No stickers,empty,[]
36288,PP-Bizon | Night Ops (Minimal Wear),3,4,Stickers,Quad Combo,squad_combos,[]
36288,PP-Bizon | Night Ops (Minimal Wear),3,5,Stickers,Quad Combo (100%),squad_combos_wearless,[]
36288,PP-Bizon | Night Ops (Minimal Wear),3,6,Stickers,Customize,custom,[]
36288,PP-Bizon | Night Ops (Minimal Wear),4,0,Default,Default,default,[]
36288,PP-Bizon | Night Ops (Minimal Wear),4,1,Default,Latest,created.desc,[]
36288,PP-Bizon | Night Ops (Minimal Wear),4,2,Default,Hot,heat.desc,[]
36288,PP-Bizon | Night Ops (Minimal Wear),4,3,Default,Price,price.asc,[]
36288,PP-Bizon | Night Ops (Minimal Wear),4,4,Default,Price,price.desc,[]
36288,PP-Bizon | Night Ops (Minimal Wear),4,5,Default,Float,paintwear.asc,[]
36288,PP-Bizon | Night Ops (Minimal Wear),4,6,Default,Float,paintwear.desc,[]
36288,PP-Bizon | Night Ops (Minimal Wear),4,7,Default,Sticker,sticker.desc,[]
36288,PP-Bizon | Night Ops (Minimal Wear),4,8,Default,Time cost,seller.asc,[]
774702,PP-Bizon | Seabird (Factory New),0,0,Float Range,All,,[]
774702,PP-Bizon | Seabird (Factory New),0,1,Float Range,0.00-0.01,0.00-0.01,[]
774702,PP-Bizon | Seabird (Factory New),0,2,Float Range,0.01-0.02,0.01-0.02,[]
774702,PP-Bizon | Seabird (Factory New),0,3,Float Range,0.02-0.03,0.02-0.03,[]
774702,PP-Bizon | Seabird (Factory New),0,4,Float Range,0.03-0.04,0.03-0.04,[]
774702,PP-Bizon | Seabird (Factory New),0,5,Float Range,0.04-0.07,0.04-0.07,[]
774702,PP-Bizon | Seabird (Factory New),0,6,Float Range,Customize,,[]
774702,PP-Bizon | Seabird (Factory New),2,0,Name Tag,All,,[]
774702,PP-Bizon | Seabird (Factory New),2,1,Name Tag,Renamed,1,[]
774702,PP-Bizon | Seabird (Factory New),2,2,Name Tag,None,0,[]
774702,PP-Bizon | Seabird (Factory New),3,0,Stickers,All,,[]
774702,PP-Bizon | Seabird (Factory New),3,1,Stickers,With stickers,non_empty,[]
774702,PP-Bizon | Seabird (Factory New),3,2,Stickers,With stickers (100%),non_empty_wearless,[]
774702,PP-Bizon | Seabird (Factory New),3,3,Stickers,No stickers,empty,[]
774702,PP-Bizon | Seabird (Factory New),3,4,Stickers,Quad Combo,squad_combos,[]
774702,PP-Bizon | Seabird (Factory New),3,5,Stickers,Quad Combo (100%),squad_combos_wearless,[]
774702,PP-Bizon | Seabird (Factory New),3,6,Stickers,Customize,custom,[]
774702,PP-Bizon | Seabird (Factory New),4,0,Default,Default,default,[]
774702,PP-Bizon | Seabird (Factory New),4,1,Default,Latest,created.desc,[]
774702,PP-Bizon | Seabird (Factory New),4,2,Default,Hot,heat.desc,[]
774702,PP-Bizon | Seabird (Factory New),4,3,Default,Price,price.asc,[]
774702,PP-Bizon | Seabird (Factory New),4,4,Default,Price,price.desc,[]
774702,PP-Bizon | Seabird (Factory New),4,5,Default,Float,paintwear.asc,[]
774702,PP-Bizon | Seabird (Factory New),4,6,Default,Float,paintwear.desc,[]
774702,PP-Bizon | Seabird (Factory New),4,7,Default,Sticker,sticker.desc,[]
774702,PP-Bizon | Seabird (Factory New),4,8,Default,Time cost,seller.asc,[]
36297,PP-Bizon | Photic Zone (Field-Tested),0,0,Float Range,All,,[]
36297,PP-Bizon | Photic Zone (Field-Tested),0,1,Float Range,0.15-0.18,0.15-0.18,[]
36297,PP-Bizon | Photic Zone (Field-Tested),0,2,Float Range,0.18-0.21,0.18-0.21,[]
36297,PP-Bizon | Photic Zone (Field-Tested),0,3,Float Range,0.21-0.24,0.21-0.24,[]
36297,PP-Bizon | Photic Zone (Field-Tested),0,4,Float Range,0.24-0.27,0.24-0.27,[]
36297,PP-Bizon | Photic Zone (Field-Tested),0,5,Float Range,0.27-0.38,0.27-0.38,[]
36297,PP-Bizon | Photic Zone (Field-Tested),0,6,Float Range,Customize,,[]
36297,PP-Bizon | Photic Zone (Field-Tested),2,0,Name Tag,All,,[]
36297,PP-Bizon | Photic Zone (Field-Tested),2,1,Name Tag,Renamed,1,[]
36297,PP-Bizon | Photic Zone (Field-Tested),2,2,Name Tag,None,0,[]
36297,PP-Bizon | Photic Zone (Field-Tested),3,0,Stickers,All,,[]
36297,PP-Bizon | Photic Zone (Field-Tested),3,1,Stickers,With stickers,non_empty,[]
36297,PP-Bizon | Photic Zone (Field-Tested),3,2,Stickers,With stickers (100%),non_empty_wearless,[]
36297,PP-Bizon | Photic Zone (Field-Tested),3,3,Stickers,No stickers,empty,[]
36297,PP-Bizon | Photic Zone (Field-Tested),3,4,Stickers,Quad Combo,squad_combos,[]
36297,PP-Bizon | Photic Zone (Field-Tested),3,5,Stickers,Quad Combo (100%),squad_combos_wearless,[]
36297,PP-Bizon | Photic Zone (Field-Tested),3,6,Stickers,Customize,custom,[]
36297,PP-Bizon | Photic Zone (Field-Tested),4,0,Default,Default,default,[]
36297,PP-Bizon | Photic Zone (Field-Tested),4,1,Default,Latest,created.desc,[]
36297,PP-Bizon | Photic Zone (Field-Tested),4,2,Default,Hot,heat.desc,[]
36297,PP-Bizon | Photic Zone (Field-Tested),4,3,Default,Price,price.asc,[]
36297,PP-Bizon | Photic Zone (Field-Tested),4,4,Default,Price,price.desc,[]
36297,PP-Bizon | Photic Zone (Field-Tested),4,5,Default,Float,paintwear.asc,[]
36297,PP-Bizon | Photic Zone (Field-Tested),4,6,Default,Float,paintwear.desc,[]
36297,PP-Bizon | Photic Zone (Field-Tested),4,7,Default,Sticker,sticker.desc,[]
36297,PP-Bizon | Photic Zone (Field-Tested),4,8,Default,Time cost,seller.asc,[]
886999,PP-Bizon | Space Cat (Factory New),0,0,Float Range,All,,[]
886999,PP-Bizon | Space Cat (Factory New),0,1,Float Range,0.00-0.01,0.00-0.01,[]
886999,PP-Bizon | Space Cat (Factory New),0,2,Float Range,0.01-0.02,0.01-0.02,[]
886999,PP-Bizon | Space Cat (Factory New),0,3,Float Range,0.02-0.03,0.02-0.03,[]
886999,PP-Bizon | Space Cat (Factory New),0,4,Float Range,0.03-0.04,0.03-0.04,[]
886999,PP-Bizon | Space Cat (Factory New),0,5,Float Range,0.04-0.07,0.04-0.07,[]
886999,PP-Bizon | Space Cat (Factory New),0,6,Float Range,Customize,,[]
886999,PP-Bizon | Space Cat (Factory New),2,0,Name Tag,All,,[]
886999,PP-Bizon | Space Cat (Factory New),2,1,Name Tag,Renamed,1,[]
886999,PP-Bizon | Space Cat (Factory New),2,2,Name Tag,None,0,[]
